Method,Name,Error,Occurrences
GET,/category.html,"""ConnectionRefusedError(111, 'Connection refused')""",393
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,"""ConnectionRefusedError(111, 'Connection refused')""",18
GET,/basket.html,"""gaierror(-3, 'Temporary failure in name resolution')""",1
GET,/,"""HTTPParseError('Incomplete response.')""",1
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,"""gaierror(-2, 'Name or service not known')""",2
POST,/orders,"""ConnectionRefusedError(111, 'Connection refused')""",3932
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,"""ConnectionRefusedError(111, 'Connection refused')""",24
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,"""RetriesExceeded('http://by-stack-node.by-stack/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e', 1, original=timed out)""",24
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,"""ConnectionRefusedError(111, 'Connection refused')""",20
POST,/cart,"""RetriesExceeded('http://by-stack-node.by-stack/cart', 1, original=timed out)""",752
GET,/,"""RetriesExceeded('http://by-stack-node.by-stack/', 1, original=timed out)""",1963
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,"""ConnectionRefusedError(111, 'Connection refused')""",24
